date,alltvleth,yfiethtvl
43874,48749794218,1122750694
43874,47967889348,1101199907
43874,49008008414,1088640252
43874,49768606081,1113503723
43874,51082403374,1067487066
43874,51294772039,1094291870
43874,53071332908,1045189250
43874,52689707084,1040462263
43874,49351590788,1054774669
43874,42619485640,1037192493
43874,46233044380,966368249
43874,44812303240,1006914024
43874,39815406725,1022111531
43874,40186445234,1024708609
43874,41730217524,1029285396
43874,45490530319,1102991543
43874,46350367371,1161098445
43874,48278933964,1261082232
43874,47188990496,1237524109
43874,46189218291,1150266926
43874,47597143528,1146879436
43874,46302949062,1158737855
43874,47208110193,1116832777
43874,49758427586,1168482407
43874,49565744698,1260281568
43874,49673874903,1278345551
43874,51122394748,1331742677
43874,54444145091,1336561249
43874,54203983957,1440043493
43874,51934456377,1423325115
43874,52335685189,1407676758
43874,52481487480,1393569663
43874,53369873336,1397315015
43874,54629070411,1444654863
43874,55845372976,1456440147
43874,53896213854,1508063139
43874,53918211506,1483801862
43874,51956237932,1460316960
43874,52949770721,1563857146
43874,51155056200,1524787495
43874,53528538590,1546697016
43874,53986036508,1588189004
43874,54255739524,1619999376
43874,57142171017,1650877127
43874,59589933488,1724161493
43874,59693364692,1729930618
43874,60424836026,1775017813
43874,63960689050,1882667320
43874,68831589272,1996190983
43874,69391084524,1936249164
43874,70697912283,2138630901
43874,71577840787,2310524280
43874,67127201238,2384473426
43874,69149124322,2410504260
43874,70233319304,2451351575
43874,71687364997,2444912163
43874,70979592084,2480176822
43874,71890237629,2540795652
43874,74449655888,2595969562
43874,77879590695,2743551626
43874,80061204133,2827462225
43874,79717126196,2896280001
43874,79711287770,2930506312
43874,73538459356,2889775960
43874,74221964820,2898871686
43874,74696315832,2853490302
43874,75487079045,2922400709
43874,78256671770,2930021104
43874,73590403655,2944810736
43874,71223984615,2899240787
43874,73022121202,2838741302
43874,79710737893,2863943949
43874,82556845344,2930135929
43874,85808939981,2952944393
43874,84304250583,2969158003
43874,85510227305,3057829952
43874,88424122959,3322955495
43874,89052265876,3325912123
43874,95226342719,3332543965
43874,96499934392,3559949131
43874,97935197817,3524304707
43874,99812194982,3712335622
43874,100136423462,3837463204
43874,103237401188,3959249371
43874,106612897234,4116849440
43874,107668791767,4232214414
43874,108647552208,4355166766
43874,108909857031,4386166766
43874,104318725084,4653570852
43874,107603209968,4555100935
43874,104581698198,4564857841
43874,101848487147,4351554699
43874,99222496851,4463576673
43874,93805590929,3745967626
43874,81103341771,3640799266
43874,78577905702,3401389538
43874,77547694685,3478673048
43874,69444043638,3176352973
43874,66818385734,3499470172
43874,73326092285,3632406528
43874,76209562634,3832465188
43874,82223336060,3884257602
43874,80387563204,3765550841
43874,75275023278,3713827045
43874,76000219487,3795843467
43874,79289188998,3907146592
43874,81464235003,3902067260
43874,83740460096,3973676726
43874,88584677337,4047999892
43874,89511927900,4245449486
43874,84859083787,4221661428
43874,88323952337,4330184151
43874,89814862893,4690517713
43874,89972403174,4688328816
43874,85587680682,4786878386
43874,87736874088,4725311601
43874,86587697595,4754859481
43874,85063020680,4830586747
43874,84596442028,4962164328
43874,87953988075,5057955999
43874,90952990992,5121779116
43874,91197955572,5042776985
43874,88673513336,4950112627
43874,86813439577,4773647298
43874,85699547087,4736659731
43874,85215479784,4766959703
43874,79152823698,4347721292
43874,74174017612,4257440984
43874,74329507187,4218499688
43874,76423058350,4115266704
43874,75608560161,4041935823
43874,73790716675,4033648028
43874,74215687035,4048458866
43874,76656788412,4105908464
43874,79649542419,4148336262
43874,82519849074,4078236736
43874,82492948878,4000390567
43874,81726764900,3996888146
43874,81816289435,4059548507
43874,85043134889,4062772012
43874,87086308380,4062772012
43874,86878681578,4086834201
43874,88719872954,4086366462
43874,90504853135,3967956881
43874,88058414249,3967080257
43874,87741005421,3917859156
43874,86831602256,3950872371
43874,87826457858,3765202950
43874,84453025484,3714330000
43874,86922792463,3732930062
43874,86589275852,3580421107
43874,88579095131,3571716604
43874,86834467511,3592990368
43874,87904589522,3585121047
43874,86343374615,3496859133
43874,84748564138,3416584846
43874,83438573183,3565006959
43874,87932776904,3614840160
43874,87600970837,3635739659
43874,89614485261,3674456982
43874,90731932652,3682597089
43874,91914020498,3775438298
43874,92062700024,3752024046
43874,94111463788,3739623619
43874,93736236063,3709844455
43874,95830418630,3727845615
43874,97095940784,3727845615
43874,99208060704,3804510700
43874,99049435556,3808955331
43874,98552796448,3813885154
43874,100387458815,3846680022
43874,103774869136,3859974812
43874,104014757104,3906185559
43874,107020902205,4028287767
43874,109963830752,4020569532
43874,110391107257,4148206569
43874,111898105456,4154950756
43874,110098040650,4182027363
43874,112112565026,4084029979
43874,113294209739,4244469504
43874,117380720813,4241299078
43874,117910645904,4285931135
43874,118656278781,4260101406
43874,117216005256,4203393835
43874,116765479608,4633869701
43874,120195430940,4733062072
43874,122780934124,4754518292
43874,124748582256,4803289009
43874,125229464917,4729007019
43874,126082836907,4692828289
43874,126407872827,4701077857
43874,123892880370,4701077857
43874,123631988945,4686208348
43874,124806956631,4701077857
43874,129193981556,4701077857
43874,129855397612,4701077857
43874,128050567637,4698055064
43874,130803572526,4701077857
43874,136300497580,4701077857
43874,142985414015,4758631328
43874,145103135506,4789763642
43874,147625787886,4784021258
43874,152322354644,4810822539
43874,153542665170,4793400404
43874,151914109315,4596175400
43874,145872183686,4691830002
43874,147441096213,4697514992
43874,146986450408,4584365360
43874,143152375050,4607639040
43874,145060644395,4695232100
43874,143221473774,4655858763
43874,140471564538,4737586973
43874,146966531967,4820892736
43874,149620755569,4836555873
43874,148011425332,4688411606
43874,149178190686,4759568288
43874,152952750453,4925391468
43874,145493995920,4587093158
43874,135500605965,4574234506
43874,133561597739,4529737957
43874,139377222037,4658643653
43874,142347195230,4568206710
43874,139670191201,4578697756
43874,140566460313,4725447637
43874,140765702604,4702543754
43874,137227743383,4602944478
43874,133217212915,4584418965
43874,136682608901,4665676647
43874,141458313656,4801378819
43874,149838278496,4889065290
43874,150327102660,5051904541
43874,150661794372,5080655973
43874,151405598801,5166047284
43874,151640130048,5159187531
43874,152462972578,5210846354
43874,153417207384,5237825806
43874,154413335926,5243157062
43874,156527735517,5200724033
43874,153700131840,5158054583
43874,155161771912,5206779867
43874,153923984040,5250625805
43874,157796826258,5247949506
43874,160983992477,5371808462
43874,160464725350,5458531303
43874,156793204810,5405544670
43874,160667404804,5380064900
43874,157358558123,5348162724
43874,164243635963,5527525799
43874,171675986132,5761024161
43874,168578570209,5741004855
43874,167853071570,5720727124
43874,175091108391,5732553263
43874,172280215261,5732553263
43874,175680913813,5732553263
43874,172249563456,5732553263
43874,166375490408,5550499214
43874,175500962648,5596795293
43874,167931616496,5657282947
43874,168435260581,5697826673
43874,169817197479,5705218828
43874,171071882935,5749230809
43874,179581536997,5853754272
43874,179803743768,5802665690
43874,177831751240,5804880669
43874,176873521396,5749052506
43874,177663259019,5894930866
43874,181722524922,6027154670
43874,186077364715,6134749387
43874,186139252428,6118201459
43874,183093432576,6283980167
43874,188803773992,6386670031
43874,189270116788,5977520375
43874,188859323755,6032017160
43874,188925409290,6070970837
43874,184638101918,5895878005
43874,174896435314,5734458164
43874,177946481676,5814924289
43874,172019391682,5757350781
43874,178767329137,5757340401
43874,183401273674,5758824514
43874,179065291770,5637605219
43874,174311278028,5574389114
43874,179864468971,5694354009
43874,178394882904,5760261570
43874,187574698236,5820346761
43874,174860195074,5533589227
43874,174638779272,5476890100
43874,179522385348,5581645060
43874,183772574480,5729291476
43874,187564787978,5836911353
43874,187072728852,5771491711
43874,185177434950,5664304810
43874,177826447574,6715904845
43874,171197035796,6549410238
43874,170675529826,5317334601
43874,174142914643,5408271537
43874,174420441696,5383395235
43874,177011612296,5449495721
43874,170023009522,5249930701
43874,164447783701,5125367824
43874,169440456552,5235009201
43874,172395081364,5273922205
43874,164553181026,5027821988
43874,167440532314,5084638446
43874,175490040388,5328956787
43874,175072801591,5338812372
43874,170688761677,5387679458
43874,174878690796,3892938850
43874,176586162950,3886309175
43874,178529025248,3971772077
43874,184085976003,3999950524
43874,183318013568,3985778914
43874,189274383559,3972101223
43874,189169653867,3986932492
43874,190784153753,4044521334
43874,188073630265,4041145939
43874,189003600554,4108503834
43874,182250410127,3952721698
43874,181548186502,3814102085
43874,181863054996,3856512268
43874,180877742249,3863415245
43874,179715531507,3936310380
43874,180898628049,4003244096
43874,182642451178,3984222870
43874,183105993320,3991577959
43874,174270403997,3835645022
43874,173389201104,3785538968
43874,169399662109,3739966073
43874,167711941346,3663710741
43874,166790166140,3688573027
43874,163681887390,3645503781
43874,167923253241,3742277795
43874,171951131332,3819506735
43874,172258877849,3769728489
43874,173632741292,3818434483
43874,172448453749,3823762654
43874,170985064754,3855374878
43874,166093227982,3746956508
43874,161143894451,3732518829
43874,160134498120,3717990052
43874,156885378170,3647710117
43874,139225905564,3354440465
43874,131686112480,3180923468
43874,135418681844,3202838765
43874,130884878815,3055524692
43874,133975925783,3073224692
43874,135639217819,3059603927
43874,126529133626,3027204181
43874,128386340822,3085691803
43874,130646265718,3057689327
43874,130443459414,2998593350
43874,132518281219,3094178011
43874,135524494393,3170367539
43874,132608417792,3104171365
43874,133284149463,3018614063
43874,141343920819,3167995357
43874,143735994112,3219562936
43874,144752881337,3223737753
43874,147695222240,3246231546
43874,147343770971,3246231546
43874,149847542489,3246231546
43874,146357079737,3271740965
43874,142733977108,3278284447
43874,142894020655,3278284447
43874,140884351340,3278284447
43874,140697984385,3275012706
43874,148211324049,3270271953
43874,146952111484,3275012706
43874,139835813300,3275012706
43874,136356995249,3271740965
43874,135635957252,3278284447
43874,131300711342,3275012706
43874,129063058024,3252724009
43874,128358921226,2861218483
43874,127810290899,2868698338
43874,125481437531,2837020731
43874,130206346875,2922691960
43874,129414835731,2918635466
43874,124544509804,2834920887
43874,130540009350,2979091069
43874,130761807225,2958364399
43874,130366465501,2934226390
43874,127768215305,2888675857
43874,121270743340,2785354906
43874,122649463061,2772914756
43874,119973720598,2683116497
43874,118722670117,2659738605
43874,119993967204,2681646209
43874,126049885749,2737869697
43874,122829288657,2656505318
43874,120916724930,2627595235
43874,121683471230,2634589591
43874,119660813933,2620878207
43874,119982891086,2640202014
43874,122418413888,2664536302
43874,123227263459,2721121439
43874,124038814329,2721718665
43874,127484917806,2789386166
43874,127997141244,2788360640
43874,125340644271,2746744538
43874,133332805634,2762573309
43874,135447552075,2768205595
43874,137150670370,2777454741
43874,139480358065,2747134737
43874,138755001130,2694997693
43874,140979314817,2709075127
43874,145693994114,2763568216
43874,146666588770,2777081102
43874,147456295001,2791705152
43874,148969516328,2776455101
43874,141408879416,2741525787
43874,146789711593,2773683524
43874,146903674513,2768340819
43874,148889655163,2789331730
43874,148251987085,2772367080
43874,144507102370,2725385135
43874,138908380381,2629248378
43874,142008308019,2641918183
43874,140391360180,2618058060
43874,142404020922,2641576316
43874,141026211440,2611296813
43874,132283864952,2504324697
43874,133449336295,2504021003
43874,136148343167,2511325989
43874,133400060064,2446226672
43874,135315353899,2448891974
43874,135635279155,2449431507
43874,132976102456,2416348385
43874,134640507195,2406314886
43874,135759389616,2363504201
43874,136371217367,2383277327
43874,132993432953,2345247412
43874,132241100666,2316998036
43874,132159105678,2318103351
43874,131101975916,2279283941
43874,134199229522,2303474259
43874,128968101316,2188136277
43874,132489480651,2221584752
43874,133056286476,2233959600
43874,131938550668,2176368108
43874,127387432228,2124486531
43874,129180681049,2144823887
43874,130314526042,2126691650
43874,129728675545,2095498766
43874,135397964066,2145952175
43874,127864372152,2064153815
43874,126969008350,1987698119
43874,123683191971,1953913621
43874,119504827834,1912456505
43874,108900788275,1812302282
43874,110802259039,1833787518
43874,93967727701,1577547992
43874,85460779360,1429757209
43874,85743218533,1331559151
43874,85457036814,1325363182
43874,88531203374,1300563744
43874,84035037441,1222883474
43874,86245110693,1213442523
43874,81237402216,1163496501
43874,84107904037,1167778627
43874,81445570459,1230558562
43874,82339430946,1237479531
43874,83744894365,1254464248
43874,81370666804,1228242343
43874,82153930878,1220894417
43874,81726393602,1203036600
43874,77300346226,1122443236
43874,75852475556,1084726981
43874,78375024961,1101479634
43874,77647086000,1092100983
43874,83183789293,1132333150
43874,82518262997,1120816608
43874,78637336068,1082682635
43874,78961702160,1090385003
43874,76763244889,1067486672
43874,76748736267,1071840209
43874,76850274595,1072899787
43874,76790553807,1056108061
43874,77207719903,1071532560
43874,76645632924,1062742338
43874,75682193463,1076325595
43874,71741357517,959998764
43874,67641018185,980160625
43874,64320754107,992015500
43874,56118502254,857872400
43874,54780305684,820841400
43874,55055580960,801393300
43874,50574294221,745084800
43874,51223285627,717211600
43874,47831590112,637754800
43874,50452424660,613080700
43874,51408202763,605435200
43874,51558269381,580877600
43874,50812210551,561067400
43874,52942532498,576538900
43874,54695528679,581560600
43874,55252751808,584245100
43874,53864717874,574856600
43874,52807068525,572393300
43874,51460057109,561208300
43874,50550832075,548833100
43874,50120824810,540520900
43874,50282858236,539783700
43874,50301959240,530338600
43874,50352229202,531327000
43874,52519652966,546928100
43874,52350106539,546610700
43874,53435164951,554722100
43874,53768828237,564659000
43874,52932222600,560555200
43874,53134538865,559534900
43874,51750943655,549170400
43874,49950829289,531862500
43874,48533570066,521355800
43874,50105579939,538892100
43874,51970892904,554365400
43874,52782693350,539535600
43874,55016571876,560104600
43874,54791430851,554791800
43874,59673093602,601021500
43874,59747989292,592091400
43874,58869644983,587306200
43874,60242480223,602614700
43874,60659412669,595340900
43874,60575396141,596507700
43874,61297483948,605155400
43874,58411625060,574018400
43874,58404423594,573994100
43874,62524429248,606685700
43874,64956846252,638091100
43874,64731560006,638217100
43874,64644450162,631467600
43874,64546299581,627023300
43874,63893399393,620654200
43874,62766356667,620640800
43874,63789813241,616785000
43874,63927489091,614158800
43874,65957803529,636321100
43874,65028496945,627826800
43874,66142060199,628265500
43874,66961508651,637348600
43874,64799435402,622532500
43874,69192648471,647578800
43874,69124595000,647843000
43874,67466119589,659145500
43874,70270815826,667527600
43874,69825474871,658452000
43874,68471401055,652578900
43874,68265951457,638488900
43874,66852420486,626981400
43874,66002383818,623529900
43874,61310879660,582813300
43874,60479964256,575836100
43874,61390461107,583213000
43874,61337048668,580020100
43874,61873485974,598961100
43874,62694275190,596415900
43874,63040551861,600685100
43874,59083712016,523407600
43874,58576600465,520696900
43874,57234177339,509366200
43874,59670201955,530397300
43874,59383122477,522911700
43874,59166967370,528785500
43874,59867351039,532964100
43874,59830084718,531506500
43874,59024407793,525638900
43874,59608759081,528080900
43874,60566375809,533143500
43874,57895301455,514635200
43874,59458595727,528527400
43874,59516029009,528395400
43874,61264848630,544704000
43874,62328509703,552442600
43874,61693304183,543822200
43874,60786535849,532061200
43874,56949857706,514064400
43874,55683243327,519623100
43874,53661206457,494223100
43874,53393356125,489526900
43874,54179592075,498871900
43874,51977985225,467683500
43874,52041373534,475807500
43874,51945397694,463336300
43874,50130838232,449174500
43874,52999524272,455121900
43874,53069040613,457630600
43874,52972730831,455883500
43874,52738993285,452734800
43874,53633150826,462543100
43874,53722703490,460285900
43874,53914890561,462323400
43874,53608100309,462651000
43874,53477443634,460326400
43874,54137362852,457297500
43874,53264066065,449542900
43874,54331505119,457586300
43874,55174304385,463702500
43874,55233943151,461980700
43874,55101658864,460985900
43874,54731551169,459074100
43874,54483066633,455856600
43874,54315959177,457151000
43874,53613373135,450435100
43874,53492133337,446274400
43874,53522856240,424985300
43874,52673731940,423616300
43874,52586036683,425754300
43874,52429703503,423068200
43874,53107166366,428580800
43874,53834543909,438320500
43874,53452917410,436196400
43874,52539648462,432716300
43874,52271770773,435549200
43874,52557730877,441692500
43874,52810853653,442126400
43874,54334346051,455365500
43874,53768327556,461391600
43874,56382729741,472185400
43874,58584708650,485666800
43874,57388048558,477645900
43874,58091226635,485992400
43874,59439107559,493402900
43874,58757385626,487495900
43874,57949831395,482785500
43874,58040696161,492790900
43874,57041561644,482652800
43874,57224816745,487551200
43874,59706044823,516042700
43874,59291200589,513344400
43874,58168724455,525834800
43874,57305937161,533220700
43874,50611754185,467116700
43874,44695518031,408055200
43874,47134824314,439357500
43874,46502573701,430444700
43874,45751000488,398312100
43874,44886619969,388719000
43874,45481364035,386571000
43874,45804387310,389727700
43874,45158878044,379824000
43874,44724027535,373883300
43874,44880681481,377394300
43874,45110684336,380628600
43874,43214588164,368119600
43874,42370355624,365024400
43874,42861278805,375505600
43874,43486891789,384861700
43874,43358518970,391839300
43874,43528695663,396814800
43874,43569287487,397587400
43874,43194069083,385588500
43874,42456696283,381038300
43874,44471415126,388720300
43874,45140531148,404679800
43874,45040121753,399822400
43874,45039904175,403170900
43874,44248711107,397298300
43874,45206590709,405525500
43874,44526219859,406439100
43874,44339362117,406724700
43874,43859298022,400671500
43874,44874277364,406679400
43874,44700409850,403630300
43874,44841287646,403651100
43874,44573286890,403315500
43874,44704056587,396123900
43874,45813312597,403714500
43874,45492446805,402261800
43874,44148074195,391000400
43874,41867760175,365766600
43874,42079051558,370815300
43874,42246121302,370085900
43874,37926376524,365848800
43874,38800109816,373474300
43874,42635730537,367897000
43874,42685002956,370038200
43874,42604003204,369630400
43874,42654047593,369545200
43874,42431997208,372964200
43874,42619404048,375109500
43874,42137939560,372693800
43874,41689173548,373547000
43874,41761868898,372093000
43874,41726514934,372936100
43874,41489607061,374343900
43874,41710323214,372504000
43874,42024265393,375928900
43874,42039232566,375337200
43874,42996266646,382660700
43874,42984054914,377108200
43874,43422289517,379277500
43874,43594176174,379122400
43874,44537722397,392657000
43874,45484231880,402102300
43874,45558595159,404109700
43874,46900787558,412116000
43874,47385377972,419785400
43874,50184845411,429161900
43874,50085387843,443637300
43874,51085770403,441553400
43874,51569762342,444857200
43874,51888630651,446064900
43874,50412869390,437053500
43874,51728987455,441881800
43874,53775280776,466075600
43874,53409212181,459461600
43874,53472434427,463887400
43874,53582582936,472091100
43874,52034309385,455722900
43874,53792203696,468405900
43874,53331541333,465452900
43874,53799442963,471449700
43874,53461980630,463801000
43874,54987934399,475859000
43874,52879728208,456074500
43874,53350454681,461892900
43874,56069410936,477334000
43874,55452199206,474208600
43874,56717947898,480572700
43874,56618036667,480660300
43874,55712467939,470400500
43874,55892654715,467703400
43874,57607723621,479957700
43874,57319259504,482776100
43874,54171343322,459651700
43874,53763461833,456983800
43874,54629033410,461041900
43874,53957420412,455373900
43874,53985669199,467268600
43874,55257464025,473507500
43874,58934535751,491050500
43874,57857460184,483899600
43874,59542744784,502343900
43874,59951083772,506182500
43874,59652634626,499438100
43874,61224117400,506475800
43874,58885137385,491828400
43874,58781570264,486799600
43874,58913753890,487547500
43874,57328685030,475798800
43874,57332646891,471257600
43874,58765789495,479938100
43874,59266569430,478322900
43874,59209485064,468881400
43874,61258789179,482363500
43874,60675463438,475859800
43874,58294444904,467497200
43874,58017986981,463629500
43874,58284226781,465261300
43874,58337440131,465946200
43874,58101482901,463284000
43874,56524610195,450333800
43874,53421857842,434303900
43874,53295682752,433092800
43874,52742960005,415325300
43874,57909968576,439053500
43874,59115189592,446579700
