totaltvl,aave,uniswap,lido,maker,rocketpool,curve,convex,binancestakedeth,compound,fraxeth,balancerv2,dydx,aura,snx,yfi,others
0.97446981,0.934749415,0.95400886,-0.10873924,0.965858576,-0.346361341,0.875596622,0.781313807,-0.642019866,0.916843564,0.75232988,0.663366702,0.636557292,0.42111262,0.843740383,0.616188311,0.950056379
